title,runtimeMinutes,averageRating,numVotes,director,writer,productionBudget,domesticGross,worldwideGross,releaseYear,releaseMonth,releaseDay,genre-1,genre-2,genre-3,budgetYear,domesticGrossYear,worldwideGrossYear
Trouble with the Curve,111,6.8,68143,Robert Lorenz,Randy Brown,60000000,35763137,47818913,2012,9,21,Drama,Sport,NA,29821.07355864811,17774.9189860835,23766.85536779324
Grace of Monaco,103,5.7,21111,Olivier Dahan,Arash Amel,30000000,0,25199891,2014,5,15,Biography,Drama,Romance,14895.729890764647,0.0,12512.358987090367
Dead Man Down,118,6.4,69896,Niels Arden Oplev,J.H. Wyman,30000000,10895295,19599974,2013,3,7,Action,Adventure,Crime,14903.129657228017,5412.466467958271,9736.698460009935
Upside Down,81,6.9,59,Ajay Singh,Ajay Singh,50000000,102118,26387039,2012,8,23,Drama,NA,NA,24850.89463220676,50.7544731610338,13114.830516898608
Into the Storm,89,5.8,71279,Steven Quale,John Swetnam,50000000,47602194,150429371,2014,8,8,Action,Adventure,Drama,24826.216484607747,23635.647467725918,74691.84260178749
The Iron Claw,132,7.8,39143,Sean Durkin,Sean Durkin,15900000,35611828,41039963,2023,12,21,Biography,Drama,Sport,7859.614434008898,17603.474048442906,20286.68462679189
Swelter,96,4.5,3400,Keith Parmer,Keith Parmer,8000000,0,44197,2014,8,12,Action,Crime,Drama,3972.1946375372395,0.0,21.944885799404172
An American in Hollywood,89,5.7,219,Sai Varadan,Sai Varadan,125000,0,0,2014,7,18,Drama,NA,NA,62.06554121151937,0.0,0.0
Eden,71,5.6,29,Robbie Walsh,Robbie Walsh,2300000,0,0,2016,1,19,Drama,NA,NA,1140.873015873016,0.0,0.0
The Accountant,128,7.3,316799,Gavin O'Connor,Bill Dubuque,40000000,86260045,152962083,2016,10,11,Action,Crime,Drama,19841.26984126984,42787.72073412698,75874.04910714286
Two Night Stand,86,6.3,73618,Max Nichols,Mark Hammer,1600000,15600,868081,2014,9,26,Comedy,Romance,NA,794.4389275074478,7.745779543197616,431.02333664349555
Snow White: A Deadly Summer,83,2.3,791,David DeCoteau,Barbara Kymlicka,1000000,0,0,2012,3,20,Horror,NA,NA,497.0178926441352,0.0,0.0
The Walk,89,6.0,145,Timothy Fielding,Timothy Fielding,35000000,10161183,61492104,2015,9,30,Crime,Thriller,NA,17369.727047146403,5042.770719602978,30517.173200992554
St. Vincent,102,7.2,108154,Theodore Melfi,Theodore Melfi,13000000,44137712,54837234,2014,10,10,Comedy,Drama,NA,6454.816285998014,21915.44786494538,27228.02085402185
Crowsnest,84,3.9,1731,Brenton Spencer,John Sheppard,1200000,0,0,2012,9,7,Horror,Mystery,Thriller,596.4214711729622,0.0,0.0
The Purge,85,5.7,238646,James DeMonaco,James DeMonaco,3000000,64473115,91266581,2013,6,7,Horror,Sci-Fi,Thriller,1490.312965722802,32028.37307501242,45338.58966716344
The Counselor,117,5.4,105616,Ridley Scott,Cormac McCarthy,25000000,16973715,71009334,2013,10,25,Action,Adventure,Crime,12419.274714356681,8432.04918032787,35275.37704918033
About Time,123,7.8,382748,Richard Curtis,Richard Curtis,12000000,15323921,84429086,2013,9,4,Comedy,Drama,Fantasy,5961.251862891208,7612.479384003974,41941.920516641825
Run All Night,114,6.6,114615,Jaume Collet-Serra,Brad Ingelsby,50000000,26461644,71561644,2015,3,11,Action,Crime,Thriller,24813.89578163772,13132.32952853598,35514.4635235732
The Other Woman,109,6.0,149341,Nick Cassavetes,Melissa K. Stack,40000000,83911193,194270103,2014,4,23,Comedy,Romance,NA,19860.973187686195,41663.948857994044,96459.8326713009
Transcendence,119,6.2,238030,Wally Pfister,Jack Paglen,100000000,23022309,103039258,2014,4,18,Action,Drama,Sci-Fi,49652.43296921549,11431.136544190666,51161.49851042701
Don Jon,90,6.5,246437,Joseph Gordon-Levitt,Joseph Gordon-Levitt,5500000,24477704,41268579,2013,9,27,Comedy,Drama,Romance,2732.24043715847,12159.813214108297,20501.032786885247
Wild Card,92,5.6,59683,Simon West,William Goldman,30000000,3200,4315789,2015,1,16,Action,Crime,Drama,14888.33746898263,1.588089330024814,2141.8307692307694
Coffee Town,87,6.5,5256,Brad Copeland,Brad Copeland,2000000,0,0,2013,7,9,Comedy,NA,NA,993.5419771485346,0.0,0.0
Dear White People,108,6.2,26495,Justin Simien,Justin Simien,1250000,4404154,5403771,2014,10,17,Comedy,Drama,Romance,620.6554121151936,2186.769612711023,2683.103773584906
Drinking Buddies,90,6.1,60787,Joe Swanberg,Joe Swanberg,500000,343706,407100,2013,8,23,Comedy,Drama,Romance,248.38549428713364,170.7431693989071,202.2354694485842
Gone Girl,149,8.1,1058834,David Fincher,Gillian Flynn,61000000,167767189,367160781,2014,10,2,Drama,Mystery,Thriller,30287.98411122145,83300.49106256207,182304.26067527308
Magic Mike XXL,115,5.6,61119,Gregory Jacobs,Reid Carolin,14500000,66013057,123580421,2015,7,1,Comedy,Drama,Music,7196.029776674938,32760.822332506203,61330.233746898266
Love the Coopers,107,5.8,26693,Jessie Nelson,Steven Rogers,18000000,26302731,44263413,2015,11,12,Comedy,Fantasy,Romance,8933.002481389578,13053.464516129032,21966.954342431764
Along the Roadside,108,6.9,1148,Zoran Lisinac,Zoran Lisinac,250000,0,3234,2013,3,7,Comedy,Music,Romance,124.19274714356682,0.0,1.6065573770491803
The Canyons,99,3.8,11708,Paul Schrader,Bret Easton Ellis,250000,59671,62375,2013,8,2,Drama,Thriller,NA,124.19274714356682,29.6428216592151,30.98609041231992
Falcon Rising,103,5.7,9249,Ernie Barbarash,Y.T. Parazi,4500000,11774,11774,2014,9,4,Action,Adventure,NA,2234.359483614697,5.846077457795432,5.846077457795432
Jessabelle,90,5.4,25704,Kevin Greutert,Robert Ben Garant,10000000,0,6998359,2014,11,7,Drama,Horror,Mystery,4965.243296921549,0.0,3474.8555114200594
Queen Crab,80,3.8,682,Brett Piper,Brett Piper,75000,0,0,2015,9,29,Action,Horror,Sci-Fi,37.220843672456574,0.0,0.0
The Babadook,94,6.8,245400,Jennifer Kent,Jennifer Kent,2000000,950792,7482387,2014,5,23,Drama,Horror,Mystery,993.0486593843099,472.09136047666334,3715.187189672294
Fruitvale Station,85,7.5,85584,Ryan Coogler,Ryan Coogler,900000,16098998,17549645,2013,7,12,Biography,Crime,Drama,447.0938897168405,7997.515151515152,8718.154495777446
Snatched,90,4.7,37464,Jonathan Levine,Katie Dippold,42000000,45852178,60129558,2017,5,12,Action,Adventure,Comedy,20823.004462072386,22732.85969261279,29811.382250867624
Blue Jasmine,98,7.3,211883,Woody Allen,Woody Allen,18000000,33404871,102912961,2013,7,26,Comedy,Drama,Romance,8941.877794336811,16594.570789865873,51124.17337307501
White House Down,131,6.3,235214,Roland Emmerich,James Vanderbilt,150000000,73103784,205440387,2013,6,28,Action,Drama,Thriller,74515.64828614009,36315.839046199704,102056.82414307004
Jobs,128,6.0,103619,Joshua Michael Stern,Matt Whiteley,18000000,16131410,43402515,2013,8,16,Biography,Drama,NA,8941.877794336811,8013.61649279682,21561.11028315946
My Animal,104,4.8,730,Jacqueline Castel,Jae Matthews,2440000,0,0,2023,9,8,Horror,Romance,NA,1206.1295106277805,0.0,0.0
Unfinished Business,91,5.4,34976,Ken Scott,Steve Conrad,35000000,10219501,13214051,2015,3,5,Comedy,Drama,NA,17369.727047146403,5071.712655086849,6557.841687344913
The Intern,121,7.1,272188,Nancy Meyers,Nancy Meyers,40000000,75764672,197115710,2015,9,24,Comedy,Drama,NA,19851.116625310173,37600.333498759304,97824.17369727047
The Frozen,95,4.3,1797,Andrew Hyatt,Andrew Hyatt,250000,0,0,2012,12,18,Drama,Horror,Thriller,124.2544731610338,0.0,0.0
Short Term 12,96,7.9,91516,Destin Daniel Cretton,Destin Daniel Cretton,400000,1013100,2308535,2013,8,23,Drama,NA,NA,198.7083954297069,503.27868852459017,1146.813214108296
Dark Skies,97,6.3,79580,Scott Stewart,Scott Stewart,3500000,17418667,27704111,2013,2,21,Horror,Sci-Fi,Thriller,1738.6984600099354,8653.088425235966,13762.598609041232
Keeping Up with the Joneses,105,5.9,67902,Greg Mottola,Michael LeSieur,40000000,14904426,28804426,2016,10,20,Action,Comedy,NA,19841.26984126984,7393.068452380952,14287.909722222223
Ain't Them Bodies Saints,96,6.4,22669,David Lowery,David Lowery,5000000,391611,1075009,2013,8,16,Crime,Drama,Romance,2483.8549428713363,194.54098360655738,534.0332836562345
Enough Said,93,7.0,65980,Nicole Holofcener,Nicole Holofcener,8000000,17550872,25621449,2013,9,18,Comedy,Drama,Romance,3974.167908594138,8718.764033780428,12727.992548435172
Dom Hemingway,93,6.1,27578,Richard Shepard,Richard Shepard,7000000,523511,1857458,2013,11,15,Comedy,Crime,Drama,3477.396920019871,260.0650769995032,922.7312468951814
The Heat,117,6.6,180393,Paul Feig,Katie Dippold,43000000,159581587,229727774,2013,6,28,Action,Comedy,Crime,21361.152508693493,79275.50273224043,114122.09339294586
The Happy Prince,105,6.3,5853,Rupert Everett,Rupert Everett,13000000,464495,2394619,2018,4,12,Biography,Drama,NA,6442.021803766105,230.1759167492567,1186.6298315163529
Copenhagen,98,7.0,13821,Mark Raso,Mark Raso,600000,0,0,2014,11,15,Adventure,Drama,Romance,297.91459781529295,0.0,0.0
And So It Goes,94,5.9,15218,Rob Reiner,Mark Andrus,18000000,15160801,17920013,2014,7,10,Comedy,Drama,Romance,8937.437934458789,7527.706554121152,8897.722442899701
Mr. Turner,150,6.8,27068,Mike Leigh,Mike Leigh,14000000,3958546,25187026,2014,10,31,Biography,Drama,History,6951.340615690169,1965.5143992055612,12505.971201588878
Bone Tomahawk,132,7.1,116737,S. Craig Zahler,S. Craig Zahler,2000000,0,475846,2015,10,23,Drama,Horror,Western,992.5558312655087,0.0,236.1518610421836
"Cinco de Mayo, La Batalla",125,6.2,937,Rafa Lara,Rafa Lara,10000000,173472,173472,2013,5,3,Drama,History,War,4967.709885742673,86.17585692995529,86.17585692995529
Homefront,111,6.0,33,Chip Rossetti,Chip Rossetti,22000000,20158492,51695362,2013,11,27,Drama,NA,NA,10928.96174863388,10014.153999006458,25680.75608544461
Life After Beth,89,5.6,23616,Jeff Baena,Jeff Baena,2400000,80315,334491,2014,8,15,Comedy,Fantasy,Horror,1191.6583912611718,39.87835153922542,166.0829195630586
Me and Earl and the Dying Girl,105,7.7,137663,Alfonso Gomez-Rejon,Jesse Andrews,8000000,6758416,9266180,2015,6,12,Comedy,Drama,Romance,3970.2233250620347,3354.052605459057,4598.600496277915
Shut In,91,4.8,14676,Farren Blackburn,Christina Hodson,10000000,6900335,11360665,2016,3,17,Drama,Horror,Mystery,4960.31746031746,3422.785218253968,5635.2504960317465
Hell or High Water,102,7.6,250604,David Mackenzie,Taylor Sheridan,12000000,27007844,37566117,2016,8,12,Crime,Drama,Thriller,5952.380952380952,13396.748015873016,18633.98660714286
Whiplash,106,8.5,975332,Damien Chazelle,Damien Chazelle,3300000,13092006,39248707,2014,10,10,Drama,Music,NA,1638.5302879841113,6500.49950347567,19487.937934458787
Resident Evil: The Final Chapter,107,5.5,100300,Paul W.S. Anderson,Paul W.S. Anderson,40000000,26844692,314101190,2016,12,23,Action,Horror,Sci-Fi,19841.26984126984,13315.819444444445,155804.1617063492
Midnight Special,112,6.6,83780,Jeff Nichols,Jeff Nichols,18000000,3712282,7680250,2016,2,18,Drama,Mystery,Sci-Fi,8928.57142857143,1841.4097222222222,3809.6478174603176
Fences,139,7.2,117276,Denzel Washington,August Wilson,24000000,57682904,64282881,2016,12,16,Drama,NA,NA,11904.761904761905,28612.551587301587,31886.349702380954
Me Before You,110,7.4,284078,Thea Sharrock,Jojo Moyes,20000000,56245075,208064908,2016,6,1,Drama,Romance,NA,9920.63492063492,27899.34275793651,103206.7996031746
Churchill,105,6.0,15729,Jonathan Teplitzky,Alex von Tunzelmann,10000000,1279681,7582196,2017,3,30,Biography,Drama,History,4957.858205255329,634.4476945959345,3759.145265245414
Fury,134,7.6,541874,David Ayer,David Ayer,80000000,85817906,210315681,2014,10,17,Action,Drama,War,39721.94637537239,42610.67825223436,104426.85253227408
Blackhat,133,5.5,63984,Michael Mann,Morgan Davis Foehl,70000000,8005980,19665004,2015,1,16,Action,Crime,Thriller,34739.45409429281,3973.1910669975186,9759.307196029777
Top Five,102,6.4,27494,Chris Rock,Chris Rock,12000000,25317379,26001741,2014,12,12,Comedy,Romance,NA,5958.291956305859,12570.694637537239,12910.497020854022
Nightcrawler,117,7.8,599563,Dan Gilroy,Dan Gilroy,8500000,32381218,50334418,2014,10,31,Crime,Drama,Thriller,4220.456802383317,16078.062562065541,24992.263157894737
Lucy,89,6.4,531170,Luc Besson,Luc Besson,40000000,126573960,457507776,2014,7,25,Action,Sci-Fi,Thriller,19860.973187686195,62847.05064548163,227163.74180734856
I Origins,106,7.3,132974,Mike Cahill,Mike Cahill,1000000,336472,852399,2014,7,18,Drama,Mystery,Romance,496.52432969215494,167.06653426017874,423.2368421052632
My Old Lady,107,6.4,9992,Israel Horovitz,Israel Horovitz,5000000,4011530,15220308,2014,9,10,Comedy,Drama,Romance,2482.6216484607744,1991.8222442899703,7557.253227408143
Subconscious,122,2.4,419,Georgia Hilton,Georgia Hilton,500000,0,0,2015,3,10,Action,Mystery,Thriller,248.13895781637717,0.0,0.0
The Looking Glass,110,6.0,204,John D. Hancock,Dorothy Tristan,300000,1711,1711,2015,10,23,Drama,Music,NA,148.8833746898263,0.8491315136476427,0.8491315136476427
Little Evil,94,5.7,23159,Eli Craig,Eli Craig,7500000,0,0,2017,9,1,Comedy,Fantasy,Horror,3718.393653941497,0.0,0.0
A Most Violent Year,125,7.0,77101,J.C. Chandor,J.C. Chandor,20000000,5749134,8869722,2014,12,31,Action,Crime,Drama,9930.486593843098,2854.5849056603774,4404.03277060576
Happy Christmas,82,5.4,8852,Joe Swanberg,Joe Swanberg,70000,30312,30312,2014,7,25,Comedy,Drama,NA,34.75670307845085,15.0506454816286,15.0506454816286
The Purge: Anarchy,103,6.4,161466,James DeMonaco,James DeMonaco,9000000,71562550,111534881,2014,7,16,Action,Horror,Sci-Fi,4468.718967229394,35532.54716981132,55379.782025819266
Camp X-Ray,117,6.9,42816,Peter Sattler,Peter Sattler,1000000,9837,101053,2014,10,17,Drama,War,NA,496.52432969215494,4.884309831181728,50.17527308838133
Tusk,102,5.3,62540,Kevin Smith,Kevin Smith,3000000,1821983,1887554,2014,9,19,Comedy,Horror,NA,1489.5729890764646,904.6588877855015,937.2164846077458
Beyond the Lights,116,6.8,17320,Gina Prince-Bythewood,Gina Prince-Bythewood,7000000,14618727,14618727,2014,11,14,Drama,Music,Romance,3475.6703078450846,7258.553624627607,7258.553624627607
Lucky Dog,88,5.4,134,Michael Feifer,Michael Feifer,2000000,0,0,2015,10,13,Family,NA,NA,992.5558312655087,0.0,0.0
Fight to the Finish,94,3.4,146,Warren Sheppard,Warren Sheppard,500000,0,0,2016,2,2,Action,Romance,Sport,248.015873015873,0.0,0.0
Trainwreck,125,6.2,142256,Judd Apatow,Amy Schumer,35000000,110212700,141123897,2015,7,17,Comedy,Drama,Romance,17369.727047146403,54696.12903225807,70036.67344913151
The True Cost,92,7.7,7269,Andrew Morgan,Andrew Morgan,500000,0,230362,2015,5,29,Documentary,Drama,News,248.13895781637717,0.0,114.32357320099256
Rock the Kasbah,106,5.5,12698,Barry Levinson,Mitch Glazer,15000000,3020665,3386153,2015,10,23,Comedy,Music,War,7444.168734491315,1499.089330024814,1680.472952853598
Room,118,8.1,447384,Lenny Abrahamson,Emma Donoghue,13000000,14677674,36316727,2015,10,16,Drama,Thriller,NA,6451.612903225807,7284.205459057072,18023.189578163772
The Boy Next Door,91,4.7,45162,Rob Cohen,Barbara Curry,4000000,36006065,53401938,2015,1,22,Thriller,NA,NA,1985.1116625310174,17869.014888337468,26502.202481389577
Fantastic Beasts and Where to Find Them,132,7.2,504981,David Yates,J.K. Rowling,180000000,234037575,811724385,2016,11,14,Adventure,Family,Fantasy,89285.71428571429,116090.06696428571,402641.06398809527
Slow West,84,6.9,47746,John Maclean,John Maclean,3750000,229094,2089072,2015,5,15,Action,Adventure,Drama,1861.0421836228288,113.69429280397023,1036.7602977667493
Western Religion,105,3.8,261,James O'Brien,James O'Brien,250000,0,0,2015,10,9,Adventure,Drama,Fantasy,124.06947890818859,0.0,0.0
Incarnate,87,5.3,14102,Brad Peyton,Ronnie Christensen,5000000,4799774,9371036,2016,12,2,Horror,Thriller,NA,2480.15873015873,2380.840277777778,4648.331349206349
Survivor,96,5.6,35588,James McTeigue,Philip Shelby,20000000,0,1703281,2015,5,29,Action,Crime,Thriller,9925.558312655086,0.0,845.3007444168735
Brotherly Love,89,6.5,2094,Jamal Hill,Jamal Hill,1900000,478595,478595,2015,4,24,Drama,NA,NA,942.9280397022333,237.51612903225808,237.51612903225808
Reminiscence,116,5.9,64728,Lisa Joy,Lisa Joy,67972729,3900193,15449322,2021,8,18,Mystery,Romance,Sci-Fi,33633.21573478476,1929.833250865908,7644.394854032657
Hidden Away,96,7.0,2921,Mikel Rueda,Mikel Rueda,1000000,0,0,2014,1,7,Drama,Romance,NA,496.52432969215494,0.0,0.0
Stung,87,5.1,5241,Benni Diez,Adam Aresty,2500000,0,0,2015,7,3,Action,Adventure,Comedy,1240.6947890818858,0.0,0.0
Youth,124,7.3,82683,Paolo Sorrentino,Paolo Sorrentino,13000000,2703296,24001573,2015,5,22,Comedy,Drama,Music,6451.612903225807,1341.5861042183624,11911.450620347394
American Ultra,96,6.1,95568,Nima Nourizadeh,Max Landis,28000000,14439985,30295028,2015,8,19,Action,Comedy,NA,13895.781637717122,7166.245657568238,15034.753349875931
Regression,106,5.6,42346,Alejandro Amenábar,Alejandro Amenábar,20000000,55039,15824374,2015,10,1,Crime,Drama,Mystery,9925.558312655086,27.314640198511167,7853.287344913151
Annabelle,99,5.4,174129,John R. Leonetti,Gary Dauberman,6500000,84273813,256857527,2014,10,2,Horror,Mystery,Thriller,3227.408142999007,41843.99851042701,127536.01142005959
Antibirth,94,4.9,3601,Danny Perez,Danny Perez,2500000,0,0,2016,9,2,Comedy,Horror,Mystery,1240.079365079365,0.0,0.0
Sicario,121,7.7,469688,Denis Villeneuve,Taylor Sheridan,30000000,46889293,84264182,2015,9,17,Action,Crime,Drama,14888.33746898263,23270.1205955335,41818.45260545906
Oddball,95,6.4,3207,Stuart McDonald,Peter Ivan,7000000,0,10338919,2015,9,17,Adventure,Family,NA,3473.9454094292805,0.0,5130.977171215881
Chemical Cut,83,5.4,141,Marjorie Conrad,Marjorie Conrad,1000000,0,0,2016,7,5,Drama,NA,NA,496.031746031746,0.0,0.0
10 Days in a Madhouse,111,5.7,2837,Timothy Hines,Timothy Hines,12000000,14616,14616,2015,11,11,Drama,History,NA,5955.334987593052,7.253598014888338,7.253598014888338
Virunga,100,8.1,12184,Orlando von Einsiedel,Orlando von Einsiedel,1000000,0,0,2014,4,17,Documentary,War,NA,496.52432969215494,0.0,0.0
The Hateful Eight,168,7.8,654124,Quentin Tarantino,Quentin Tarantino,62000000,54117416,151813358,2015,12,25,Crime,Drama,Mystery,30769.23076923077,26857.27841191067,75341.61687344914
Pound of Flesh,104,5.1,6997,Ernie Barbarash,Joshua Todd James,7500000,0,0,2015,5,15,Action,Thriller,NA,3722.0843672456576,0.0,0.0
The Walking Deceased,88,3.6,3518,Scott Dow,Tim Ogletree,2000000,0,43,2015,3,20,Comedy,Horror,NA,992.5558312655087,0.0,0.021339950372208438
Housebound,107,6.7,37421,Gerard Johnstone,Gerard Johnstone,1500000,0,236863,2014,10,17,Comedy,Horror,Mystery,744.7864945382323,0.0,117.60824230387288
#Horror,97,3.0,3934,Tara Subkoff,Tara Subkoff,1500000,0,0,2015,11,20,Crime,Drama,Horror,744.4168734491315,0.0,0.0
American Made,115,7.1,206189,Doug Liman,Gary Spinelli,50000000,51342000,135569212,2017,8,23,Action,Comedy,Crime,24789.29102627665,25454.635597421915,67213.29300941993
The Veil,93,4.7,8148,Phil Joanou,Robert Ben Garant,4000000,0,0,2016,1,19,Horror,NA,NA,1984.126984126984,0.0,0.0
Cut Throat City,123,4.9,3155,RZA,P.G. Cuschieri,8000000,855894,864907,2020,7,31,Action,Crime,Drama,3960.3960396039606,423.709900990099,428.1717821782178
Captain Fantastic,118,7.8,233493,Matt Ross,Matt Ross,5000000,5879835,21340234,2016,7,8,Comedy,Drama,NA,2480.15873015873,2916.5848214285716,10585.433531746032
Vaalu,155,4.7,1003,Vijay Chandar,Vijay Chandar,1900000,0,12444,2015,8,14,Comedy,Romance,NA,942.9280397022333,0.0,6.175682382133995
The Visit,94,6.3,149934,M. Night Shyamalan,M. Night Shyamalan,5000000,65206105,98677816,2015,9,10,Horror,Mystery,Thriller,2481.3895781637716,32360.349875930522,48971.620843672456
The Visit,83,5.9,751,Michael Madsen,Michael Madsen,5000000,65206105,98677816,2015,9,10,Documentary,NA,NA,2481.3895781637716,32360.349875930522,48971.620843672456
Not Cool,93,3.5,5932,Shane Dawson,Dan Schoffer,800000,35688,35688,2014,9,19,Comedy,Drama,Romance,397.2194637537239,17.719960278053623,17.719960278053623
Incredibles 2,118,7.5,328142,Brad Bird,Brad Bird,200000000,608581744,1242805359,2018,6,15,Action,Adventure,Animation,99108.02775024777,301576.68186323094,615859.9400396432
Mommy,139,8.0,61409,Xavier Dolan,Xavier Dolan,4900000,3498695,17536004,2014,11,13,Drama,NA,NA,2432.969215491559,1737.187189672294,8707.052631578947
Jem and the Holograms,118,4.2,8282,Jon M. Chu,Ryan Landels,5000000,2184640,2368937,2015,10,22,Adventure,Drama,Family,2481.3895781637716,1084.1885856079405,1175.6511166253101
Ricki and the Flash,101,6.0,24715,Jonathan Demme,Diablo Cody,18000000,26839498,41166033,2015,8,7,Comedy,Drama,Music,8933.002481389578,13319.850124069479,20429.79305210918
Allied,124,7.1,168402,Robert Zemeckis,Steven Knight,106000000,40098064,119266661,2016,11,20,Action,Drama,Romance,52579.36507936508,19889.9126984127,59160.050099206346
Criminal Activities,94,5.8,9354,Jackie Earle Haley,Robert Lowell,7000000,0,386744,2015,11,20,Crime,Drama,Thriller,3473.9454094292805,0.0,191.93250620347393
Daisy Winters,90,6.5,355,Beth LaMure,Beth LaMure,4500000,0,0,2017,12,1,Drama,NA,NA,2231.0361923648984,0.0,0.0
By the Sea,122,5.3,22472,Angelina Jolie,Angelina Jolie,20000000,538460,3727746,2015,11,12,Drama,Romance,NA,9925.558312655086,267.2258064516129,1849.9980148883374
The Lady in the Van,104,6.7,31808,Nicholas Hytner,Alan Bennett,6000000,10021175,42320503,2015,11,13,Biography,Comedy,Drama,2977.667493796526,4973.287841191067,21002.731017369726
My Big Fat Greek Wedding 2,94,6.0,35292,Kirk Jones,Nia Vardalos,18000000,59689605,92096558,2016,3,23,Comedy,Romance,NA,8928.57142857143,29607.938988095237,45682.81646825397
La La Land,128,8.0,660585,Damien Chazelle,Damien Chazelle,30000000,151101803,433873836,2016,11,30,Comedy,Drama,Music,14880.952380952382,74951.29117063493,215215.19642857142
31,102,5.1,22832,Rob Zombie,Rob Zombie,1500000,779820,922727,2016,9,16,Horror,Thriller,NA,744.047619047619,386.8154761904762,457.70188492063494
Yoga Hosers,88,4.3,15387,Kevin Smith,Kevin Smith,5000000,0,38767,2016,7,29,Action,Comedy,Horror,2480.15873015873,0.0,19.2296626984127
The Overnight,79,6.1,17527,Patrick Brice,Patrick Brice,200000,1109808,1165996,2015,6,19,Comedy,Mystery,NA,99.25558312655087,550.7732009925559,578.658064516129
Dope,103,7.2,89031,Rick Famuyiwa,Rick Famuyiwa,7000000,17506470,18190831,2015,6,19,Adventure,Comedy,Crime,3473.9454094292805,8688.074441687344,9027.707692307693
The Boy,97,6.0,101312,William Brent Bell,Stacey Menear,10000000,35819556,68220952,2016,1,21,Horror,Mystery,Thriller,4960.31746031746,17767.636904761905,33839.75793650794
Baby Driver,113,7.5,602414,Edgar Wright,Edgar Wright,34000000,107825862,226977991,2017,6,28,Action,Crime,Drama,16856.717897868122,53458.53346554289,112532.46950917204
The Monster,91,5.4,19193,Bryan Bertino,Bryan Bertino,2700000,12544,86288,2016,11,11,Drama,Fantasy,Horror,1339.2857142857142,6.222222222222222,42.801587301587304
Manchester by the Sea,137,7.8,310108,Kenneth Lonergan,Kenneth Lonergan,8500000,47695371,77733867,2016,11,17,Drama,NA,NA,4216.269841269841,23658.418154761905,38558.46577380953
The Shallows,86,6.3,142626,Jaume Collet-Serra,Anthony Jaswinski,13000000,55121623,118763442,2016,6,23,Action,Drama,Horror,6448.412698412699,27342.07490079365,58910.4375
Code of Honor,106,4.1,2983,Michael Winnick,Michael Winnick,8000000,0,0,2016,5,6,Action,Crime,Thriller,3968.253968253968,0.0,0.0
The Purge: Election Year,108,6.0,109315,James DeMonaco,James DeMonaco,10000000,79042440,118514727,2016,7,1,Action,Horror,Sci-Fi,4960.31746031746,39207.55952380953,58787.06696428572
Fantastic Beasts: The Crimes of Grindelwald,134,6.5,306656,David Yates,J.K. Rowling,200000000,159555901,648455339,2018,11,14,Adventure,Family,Fantasy,99108.02775024777,79066.35332011893,321335.64866204164
Test,96,7.3,593,Aleksandr Kott,Aleksandr Kott,250000,18823,18823,2014,6,6,Drama,NA,NA,124.13108242303873,9.346077457795433,9.346077457795433
The Family,152,7.1,25,Matt Tory,Matt Tory,30000000,36918811,80588942,2013,9,13,Comedy,Crime,Drama,14903.129657228017,18340.194237456533,40034.248385494284
The Gift,108,7.0,170462,Joel Edgerton,Joel Edgerton,5000000,43787265,58978477,2015,8,6,Drama,Mystery,Thriller,2481.3895781637716,21730.652605459058,29269.71563275434
Mr. Church,104,7.6,31090,Bruce Beresford,Susan McMartin,8000000,685780,685780,2016,9,16,Comedy,Drama,NA,3968.253968253968,340.1686507936508,340.1686507936508
The Wall,88,6.2,30519,Doug Liman,Dwain Worrell,3000000,1803064,4495262,2017,5,12,Action,Drama,Thriller,1487.357461576599,893.9335647000496,2228.687159147248
The Founder,115,7.2,174574,John Lee Hancock,Robert Siegel,15000000,12786053,24403192,2016,11,25,Biography,Drama,NA,7440.476190476191,6342.288194444444,12104.757936507936
Fight Valley,90,2.7,662,Rob Hawk,Rob Hawk,20000000,0,0,2016,7,22,Action,Drama,NA,9920.63492063492,0.0,0.0
They Will Have to Kill Us First,100,7.2,138,Johanna Schwartz,Andy Morgan,600000,0,7943,2015,10,23,Documentary,NA,NA,297.7667493796526,0.0,3.9419354838709677
Closure,62,6.4,34,Joseph Hovsepian,Joseph Hovsepian,100000,0,0,2015,3,17,Drama,NA,NA,49.62779156327544,0.0,0.0
20th Century Women,119,7.3,49094,Mike Mills,Mike Mills,7000000,5664763,9353729,2016,12,25,Comedy,Drama,NA,3472.222222222222,2809.902281746032,4639.746527777777
Gifted,101,7.6,129198,Marc Webb,Tom Flynn,7000000,24801212,36964656,2017,4,7,Drama,NA,NA,3470.500743678731,12296.089241447695,18326.552305404064
The Prodigy,92,5.9,28153,Nicholas McCarthy,Jeff Buhler,6000000,14856291,22413145,2019,2,8,Fantasy,Horror,Mystery,2971.7682020802376,7358.242199108469,11101.111936602278
Café Society,96,6.6,80975,Woody Allen,Woody Allen,30000000,11103205,44348292,2016,5,20,Comedy,Drama,Romance,14880.952380952382,5507.5421626984125,21998.160714285714
Morgan,92,5.8,45932,Luke Scott,Seth W. Owen,8000000,3915251,7298786,2016,9,2,Action,Horror,Sci-Fi,3968.253968253968,1942.0887896825398,3620.4295634920636
Miss Sloane,132,7.5,81953,John Madden,Jonathan Perera,18000000,3500605,7768259,2016,11,25,Drama,NA,NA,8928.57142857143,1736.4112103174602,3853.3030753968255
